date,quarter,warehouse_id,product_id,units_received,units_produced,units_shipped,closing_stock,reorder_flag,capacity_utilization_pct
2024-02-10,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-11,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-12,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-13,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-14,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-15,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-16,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-17,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-18,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-19,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-20,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-21,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-22,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-23,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-24,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-25,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-26,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-27,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-28,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-02-29,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-01,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-02,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-03,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-04,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-05,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-06,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-07,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-08,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-09,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-10,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-11,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-12,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-13,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-14,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-15,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-16,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-17,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-18,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-19,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-20,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-21,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-22,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-23,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-24,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-25,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-26,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-27,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-28,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-29,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-30,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-03-31,Q1 2024,WH-02,PRD-01,0,0,0,0,False,0.0
2024-01-01,Q1 2024,WH-03,PRD-03,325,411,328,2512,True,14.13
2024-01-02,Q1 2024,WH-03,PRD-03,372,312,230,2594,True,14.59
2024-01-03,Q1 2024,WH-03,PRD-03,302,367,372,2589,True,14.56
2024-01-04,Q1 2024,WH-03,PRD-03,338,348,346,2591,True,14.58
2024-01-05,Q1 2024,WH-03,PRD-03,289,356,268,2679,True,15.07
2024-01-06,Q1 2024,WH-03,PRD-03,530,280,333,2626,True,14.77
2024-01-07,Q1 2024,WH-03,PRD-03,383,349,289,2686,True,15.11
2024-01-08,Q1 2024,WH-03,PRD-03,327,390,338,2738,True,15.4
2024-01-09,Q1 2024,WH-03,PRD-03,397,473,391,2820,True,15.86
2024-01-10,Q1 2024,WH-03,PRD-03,372,430,482,2768,True,15.57
2024-01-11,Q1 2024,WH-03,PRD-03,364,534,205,3097,False,17.42
2024-01-12,Q1 2024,WH-03,PRD-03,427,280,536,2841,True,15.98
2024-01-13,Q1 2024,WH-03,PRD-03,438,423,135,3129,False,17.6
2024-01-14,Q1 2024,WH-03,PRD-03,340,363,312,3180,False,17.89
2024-01-15,Q1 2024,WH-03,PRD-03,337,537,384,3333,False,18.75
2024-01-16,Q1 2024,WH-03,PRD-03,360,277,354,3256,False,18.32
2024-01-17,Q1 2024,WH-03,PRD-03,205,274,266,3264,False,18.36
2024-01-18,Q1 2024,WH-03,PRD-03,265,295,306,3253,False,18.3
2024-01-19,Q1 2024,WH-03,PRD-03,485,163,278,3138,False,17.65
2024-01-20,Q1 2024,WH-03,PRD-03,506,301,269,3170,False,17.83
2024-01-21,Q1 2024,WH-03,PRD-03,362,281,410,3041,False,17.11
2024-01-22,Q1 2024,WH-03,PRD-03,424,360,362,3039,False,17.1
2024-01-23,Q1 2024,WH-03,PRD-03,404,377,259,3157,False,17.76
2024-01-24,Q1 2024,WH-03,PRD-03,615,510,415,3252,False,18.29
2024-01-25,Q1 2024,WH-03,PRD-03,466,430,357,3325,False,18.7
2024-01-26,Q1 2024,WH-03,PRD-03,371,297,406,3216,False,18.09
2024-01-27,Q1 2024,WH-03,PRD-03,308,269,388,3097,False,17.42
2024-01-28,Q1 2024,WH-03,PRD-03,258,390,245,3242,False,18.24
2024-01-29,Q1 2024,WH-03,PRD-03,396,233,272,3203,False,18.02
2024-01-30,Q1 2024,WH-03,PRD-03,323,506,400,3309,False,18.61
2024-01-31,Q1 2024,WH-03,PRD-03,272,449,386,3372,False,18.97
2024-02-01,Q1 2024,WH-03,PRD-03,331,306,325,3353,False,18.86
2024-02-02,Q1 2024,WH-03,PRD-03,298,198,338,3213,False,18.07
2024-02-03,Q1 2024,WH-03,PRD-03,509,465,452,3226,False,18.15
2024-02-04,Q1 2024,WH-03,PRD-03,448,337,269,3294,False,18.53
2024-02-05,Q1 2024,WH-03,PRD-03,380,454,380,3368,False,18.95
2024-02-06,Q1 2024,WH-03,PRD-03,493,209,307,3270,False,18.39
2024-02-07,Q1 2024,WH-03,PRD-03,386,295,305,3260,False,18.34
2024-02-08,Q1 2024,WH-03,PRD-03,315,348,434,3174,False,17.85
2024-02-09,Q1 2024,WH-03,PRD-03,497,351,407,3118,False,17.54
2024-02-10,Q1 2024,WH-03,PRD-03,422,308,406,3020,True,16.99
2024-02-11,Q1 2024,WH-03,PRD-03,302,401,454,2967,True,16.69
2024-02-12,Q1 2024,WH-03,PRD-03,366,254,329,2892,True,16.27
2024-02-13,Q1 2024,WH-03,PRD-03,314,335,393,2834,True,15.94
2024-02-14,Q1 2024,WH-03,PRD-03,275,357,296,2895,True,16.29
2024-02-15,Q1 2024,WH-03,PRD-03,451,392,358,2929,True,16.48
2024-02-16,Q1 2024,WH-03,PRD-03,526,409,314,3024,True,17.01
2024-02-17,Q1 2024,WH-03,PRD-03,274,249,336,2937,True,16.52
2024-02-18,Q1 2024,WH-03,PRD-03,423,214,385,2766,True,15.56
2024-02-19,Q1 2024,WH-03,PRD-03,331,458,246,2978,True,16.75
2024-02-20,Q1 2024,WH-03,PRD-03,344,376,532,2822,True,15.87
2024-02-21,Q1 2024,WH-03,PRD-03,335,282,228,2876,True,16.18
2024-02-22,Q1 2024,WH-03,PRD-03,315,482,208,3150,False,17.72
2024-02-23,Q1 2024,WH-03,PRD-03,384,357,440,3067,False,17.25
2024-02-24,Q1 2024,WH-03,PRD-03,317,449,404,3112,False,17.51
2024-02-25,Q1 2024,WH-03,PRD-03,401,353,388,3077,False,17.31
2024-02-26,Q1 2024,WH-03,PRD-03,377,526,388,3215,False,18.09
2024-02-27,Q1 2024,WH-03,PRD-03,362,499,325,3389,False,19.06
2024-02-28,Q1 2024,WH-03,PRD-03,312,325,239,3475,False,19.55
2024-02-29,Q1 2024,WH-03,PRD-03,337,431,334,3572,False,20.09
2024-03-01,Q1 2024,WH-03,PRD-03,438,403,260,3715,False,20.9
2024-03-02,Q1 2024,WH-03,PRD-03,419,466,422,3759,False,21.15
2024-03-03,Q1 2024,WH-03,PRD-03,306,263,312,3710,False,20.87
2024-03-04,Q1 2024,WH-03,PRD-03,388,407,246,3871,False,21.78
2024-03-05,Q1 2024,WH-03,PRD-03,438,439,295,4015,False,22.59
2024-03-06,Q1 2024,WH-03,PRD-03,254,194,367,3842,False,21.61
2024-03-07,Q1 2024,WH-03,PRD-03,422,244,271,3815,False,21.46
2024-03-08,Q1 2024,WH-03,PRD-03,330,170,246,3739,False,21.03
2024-03-09,Q1 2024,WH-03,PRD-03,424,324,350,3713,False,20.89
2024-03-10,Q1 2024,WH-03,PRD-03,322,409,351,3771,False,21.21
2024-03-11,Q1 2024,WH-03,PRD-03,243,477,277,3971,False,22.34
2024-03-12,Q1 2024,WH-03,PRD-03,257,353,280,4044,False,22.75
2024-03-13,Q1 2024,WH-03,PRD-03,384,488,349,4183,False,23.53
2024-03-14,Q1 2024,WH-03,PRD-03,400,227,185,4225,False,23.77
2024-03-15,Q1 2024,WH-03,PRD-03,312,199,189,4235,False,23.82
2024-03-16,Q1 2024,WH-03,PRD-03,429,342,256,4321,False,24.31
2024-03-17,Q1 2024,WH-03,PRD-03,254,380,306,4395,False,24.72
2024-03-18,Q1 2024,WH-03,PRD-03,376,344,357,4382,False,24.65
2024-03-19,Q1 2024,WH-03,PRD-03,288,168,471,4079,False,22.95
2024-03-20,Q1 2024,WH-03,PRD-03,331,339,411,4007,False,22.54
2024-03-21,Q1 2024,WH-03,PRD-03,384,234,311,3930,False,22.11
2024-03-22,Q1 2024,WH-03,PRD-03,315,405,325,4010,False,22.56
2024-03-23,Q1 2024,WH-03,PRD-03,351,379,228,4161,False,23.41
2024-03-24,Q1 2024,WH-03,PRD-03,457,266,325,4102,False,23.07
2024-03-25,Q1 2024,WH-03,PRD-03,337,302,298,4106,False,23.1
2024-03-26,Q1 2024,WH-03,PRD-03,444,255,358,4003,False,22.52
2024-03-27,Q1 2024,WH-03,PRD-03,295,342,246,4099,False,23.06
2024-03-28,Q1 2024,WH-03,PRD-03,421,430,377,4152,False,23.36
2024-03-29,Q1 2024,WH-03,PRD-03,490,262,477,3937,False,22.15
2024-03-30,Q1 2024,WH-03,PRD-03,192,391,316,4012,False,22.57
2024-03-31,Q1 2024,WH-03,PRD-03,320,301,366,3947,False,22.2
2024-04-01,Q2 2024,WH-01,PRD-01,26,28,25,176,True,42.93
2024-04-02,Q2 2024,WH-01,PRD-01,22,17,22,171,True,41.71
2024-04-03,Q2 2024,WH-01,PRD-01,27,17,26,162,True,39.51
2024-04-04,Q2 2024,WH-01,PRD-01,21,23,19,166,True,40.49
2024-04-05,Q2 2024,WH-01,PRD-01,28,36,24,178,True,43.41
2024-04-06,Q2 2024,WH-01,PRD-01,17,24,22,180,True,43.9
2024-04-07,Q2 2024,WH-01,PRD-01,31,16,31,165,True,40.24
2024-04-08,Q2 2024,WH-01,PRD-01,28,24,25,164,True,40.0
2024-04-09,Q2 2024,WH-01,PRD-01,27,24,26,162,True,39.51
2024-04-10,Q2 2024,WH-01,PRD-01,31,8,20,150,True,36.59
2024-04-11,Q2 2024,WH-01,PRD-01,35,25,20,155,True,37.8
2024-04-12,Q2 2024,WH-01,PRD-01,31,24,20,159,True,38.78
2024-04-13,Q2 2024,WH-01,PRD-01,16,30,26,163,True,39.76
2024-04-14,Q2 2024,WH-01,PRD-01,19,37,20,180,True,43.9
2024-04-15,Q2 2024,WH-01,PRD-01,23,33,25,188,True,45.85
2024-04-16,Q2 2024,WH-01,PRD-01,26,24,38,174,True,42.44
2024-04-17,Q2 2024,WH-01,PRD-01,29,19,29,164,True,40.0
2024-04-18,Q2 2024,WH-01,PRD-01,22,42,21,185,True,45.12
2024-04-19,Q2 2024,WH-01,PRD-01,27,26,32,179,True,43.66
2024-04-20,Q2 2024,WH-01,PRD-01,22,26,20,185,True,45.12
2024-04-21,Q2 2024,WH-01,PRD-01,23,25,9,201,True,49.02
2024-04-22,Q2 2024,WH-01,PRD-01,19,27,16,212,True,51.71
2024-04-23,Q2 2024,WH-01,PRD-01,21,25,10,227,False,55.37
2024-04-24,Q2 2024,WH-01,PRD-01,19,22,21,228,False,55.61
2024-04-25,Q2 2024,WH-01,PRD-01,21,22,23,227,False,55.37
2024-04-26,Q2 2024,WH-01,PRD-01,31,25,35,217,False,52.93
2024-04-27,Q2 2024,WH-01,PRD-01,21,22,25,214,True,52.2
2024-04-28,Q2 2024,WH-01,PRD-01,40,21,22,213,True,51.95
2024-04-29,Q2 2024,WH-01,PRD-01,29,26,29,210,True,51.22
2024-04-30,Q2 2024,WH-01,PRD-01,27,24,8,226,False,55.12
2024-05-01,Q2 2024,WH-01,PRD-01,22,35,25,236,False,57.56
2024-05-02,Q2 2024,WH-01,PRD-01,30,9,29,216,False,52.68
2024-05-03,Q2 2024,WH-01,PRD-01,23,33,13,236,False,57.56
2024-05-04,Q2 2024,WH-01,PRD-01,27,34,31,239,False,58.29
2024-05-05,Q2 2024,WH-01,PRD-01,39,12,26,225,False,54.88
2024-05-06,Q2 2024,WH-01,PRD-01,25,23,20,228,False,55.61
2024-05-07,Q2 2024,WH-01,PRD-01,32,23,28,223,False,54.39
2024-05-08,Q2 2024,WH-01,PRD-01,22,17,39,201,True,49.02
2024-05-09,Q2 2024,WH-01,PRD-01,26,21,24,198,True,48.29
2024-05-10,Q2 2024,WH-01,PRD-01,35,18,25,191,True,46.59
2024-05-11,Q2 2024,WH-01,PRD-01,23,37,20,208,True,50.73
2024-05-12,Q2 2024,WH-01,PRD-01,35,32,17,223,False,54.39
2024-05-13,Q2 2024,WH-01,PRD-01,30,34,29,228,False,55.61
2024-05-14,Q2 2024,WH-01,PRD-01,23,30,17,241,False,58.78
2024-05-15,Q2 2024,WH-01,PRD-01,29,18,24,235,False,57.32
2024-05-16,Q2 2024,WH-01,PRD-01,31,22,20,237,False,57.8
2024-05-17,Q2 2024,WH-01,PRD-01,29,29,26,240,False,58.54
2024-05-18,Q2 2024,WH-01,PRD-01,18,18,25,233,False,56.83
2024-05-19,Q2 2024,WH-01,PRD-01,22,30,30,233,False,56.83
2024-05-20,Q2 2024,WH-01,PRD-01,25,24,20,237,False,57.8
2024-05-21,Q2 2024,WH-01,PRD-01,26,23,21,239,False,58.29
2024-05-22,Q2 2024,WH-01,PRD-01,29,30,16,253,False,61.71
2024-05-23,Q2 2024,WH-01,PRD-01,27,28,20,261,False,63.66
2024-05-24,Q2 2024,WH-01,PRD-01,19,23,26,258,False,62.93
2024-05-25,Q2 2024,WH-01,PRD-01,28,33,28,263,False,64.15
2024-05-26,Q2 2024,WH-01,PRD-01,29,19,17,265,False,64.63
2024-05-27,Q2 2024,WH-01,PRD-01,29,30,29,266,False,64.88
2024-05-28,Q2 2024,WH-01,PRD-01,32,29,33,262,False,63.9
2024-05-29,Q2 2024,WH-01,PRD-01,30,24,26,260,False,63.41
2024-05-30,Q2 2024,WH-01,PRD-01,28,28,36,252,False,61.46
2024-05-31,Q2 2024,WH-01,PRD-01,26,18,18,252,False,61.46
2024-06-01,Q2 2024,WH-01,PRD-01,17,32,15,269,False,65.61
2024-06-02,Q2 2024,WH-01,PRD-01,28,24,11,282,False,68.78
2024-06-03,Q2 2024,WH-01,PRD-01,27,22,34,270,False,65.85
2024-06-04,Q2 2024,WH-01,PRD-01,27,32,28,274,False,66.83
2024-06-05,Q2 2024,WH-01,PRD-01,19,21,23,272,False,66.34
2024-06-06,Q2 2024,WH-01,PRD-01,20,17,25,264,False,64.39
2024-06-07,Q2 2024,WH-01,PRD-01,31,16,15,265,False,64.63
2024-06-08,Q2 2024,WH-01,PRD-01,26,29,40,254,False,61.95
2024-06-09,Q2 2024,WH-01,PRD-01,30,17,24,247,False,60.24
2024-06-10,Q2 2024,WH-01,PRD-01,26,37,24,260,False,63.41
2024-06-11,Q2 2024,WH-01,PRD-01,26,12,28,244,False,59.51
2024-06-12,Q2 2024,WH-01,PRD-01,31,36,26,254,False,61.95
2024-06-13,Q2 2024,WH-01,PRD-01,23,27,25,256,False,62.44
2024-06-14,Q2 2024,WH-01,PRD-01,26,25,18,263,False,64.15
2024-06-15,Q2 2024,WH-01,PRD-01,24,22,26,259,False,63.17
2024-06-16,Q2 2024,WH-01,PRD-01,24,28,36,251,False,61.22
2024-06-17,Q2 2024,WH-01,PRD-01,24,25,33,243,False,59.27
2024-06-18,Q2 2024,WH-01,PRD-01,27,33,34,242,False,59.02
2024-06-19,Q2 2024,WH-01,PRD-01,24,26,20,248,False,60.49
